Account,ShareOfChargesLOC,ShareOfFXLOC
ABD132505,25.7,37.67
ABD132044,71.7,95.84
ABD132044,71.7,95.84
ABD134925,105.27,646.14
ABD134925,105.27,646.14
ABD135278,72.9,24.3
ABD135278,72.9,24.3
ABD132109,265.78,1532.24
ABD132109,265.78,1532.24
ABD133913,72.9,86.27
ABD130350,23.97,56.12
ABD131263,104.05,699.63
ABD131263,104.05,699.63
ABD134585,142.56,-64.8
ABD132660,119.61,113.74
ABD131559,143.76,94.64
ABD131559,143.76,94.64
ABD130141,56.61,0
ABD130141,56.61,0
ABD133902,273.38,232.07
ABD133913,27.34,38.88
ABD133913,27.34,38.88
ABD132583,69.9,-2.4
ABD132583,69.9,-2.4
ABD130240,105.52,30.38
ABD131032,182.25,44.96
ABD131416,143.76,11.98
ABD131416,143.76,11.98
ABD130657,143.66,-120.78
ABD135058,0,132.98
ABD135058,0,132.98
ABD130602,27.23,64.13
ABD130602,27.23,64.13
ABD132626,73.32,22.76
ABD132626,73.32,22.76
ABD134541,73.2,47.58
ABD131791,1542.75,681.23
ABD131900,82.84,13.18
ABD131900,82.84,13.18
ABD136312,71.74,12.2
ABD131791,91.11,0
ABD131791,91.11,0
ABD130558,64.6,46.36
ABD131922,94.41,25.52
ABD131207,0,0
ABD132682,91.67,9.72
ABD132682,91.67,9.72
ABD131285,47.62,49.12
ABD131285,47.62,49.12
ABD131911,72.9,4.86
ABD132549,0,15.86
ABD131186,74.23,42.35
ABD136390,104.05,158.14
ABD136390,104.05,158.14
ABD133232,88.57,300.11
ABD133232,88.57,300.11
ABD132956,159.72,1085.37
ABD136345,175.15,612.26
ABD136224,26.96,10.78
ABD136224,26.96,10.78
ABD132934,79.25,125.79
ABD132934,79.25,125.79
ABD131746,98.48,4.79
ABD131746,98.48,4.79
ABD133232,82.95,2.42
ABD130800,71.88,40.73
ABD130800,71.88,40.73
ABD132099,143.76,5.99
ABD132099,143.76,5.99
ABD132714,263.26,1535.84
ABD132714,263.26,1535.84
ABD130679,73.51,4.84
ABD133991,23.97,48.8
ABD134464,254.1,1465.31
ABD132736,137.21,88.33
ABD130822,87.33,70.68
ABD130822,87.33,70.68
ABD132318,131.4,44.96
ABD132318,131.4,44.96
ABD132495,89.12,52.46
ABD131252,25.7,55.89
ABD131252,25.7,55.89
ABD136037,88.39,76.23
ABD130701,26.96,47.92
ABD130701,26.96,47.92
ABD133913,88.76,52.25
ABD130350,37.74,44.33
ABD130350,37.74,44.33
ABD132055,11.85,74.12
ABD130909,23.89,15.81
ABD130350,26.96,55.11
ABD130350,26.96,55.11
ABD134563,23.87,10.94
ABD131229,23.89,21.89
ABD132550,126.33,-9.58
ABD132550,126.33,-9.58
ABD133748,105.71,125.15
ABD133748,105.71,125.15
ABD136181,27.23,71.39
ABD136181,27.23,71.39
ABD135508,27.23,64.13
ABD135508,27.23,64.13
ABD133320,395.34,543.89
ABD133320,395.34,543.89
ABD132000,89.85,23.96
ABD132000,89.85,23.96
ABD136620,27.23,37.51
ABD130965,27.23,269.83
ABD130965,27.23,269.83
ABD135641,144.9,-91.2
ABD133133,189.12,529.98
ABD133133,189.12,529.98
ABD132879,57.86,17.97
ABD132879,57.86,17.97
ABD131537,0,42.35
ABD133320,105.71,43.74
ABD133111,87.33,378.57
ABD133111,87.33,378.57
ABD133870,105.52,206.55
ABD133870,105.52,206.55
ABD131670,23.87,91.13
ABD132484,23.58,51.6
ABD130909,87.33,45.52
ABD130909,87.33,45.52
ABD132583,127.05,4.84
ABD131339,106.87,47.58
ABD135597,87.66,56.4
ABD135508,102.97,138.51
ABD135618,58.22,-1.2
ABD135618,58.22,-1.2
ABD132626,23.87,35.24
ABD135508,26.96,10.78
ABD135508,26.96,10.78
ABD132561,90.57,-16.77
ABD132561,90.57,-16.77
ABD134518,105.52,439.83
ABD134518,105.52,439.83
ABD133991,105.96,325.74
ABD130822,99.46,3.63
ABD133913,82.56,3.65
ABD132626,98.48,4.79
ABD132626,98.48,4.79
ABD134321,105.52,974.43
ABD134321,105.52,974.43
ABD132990,74.36,6.08
ABD132990,74.36,6.08
ABD130217,252.29,1454.42
ABD133737,0,71.74
ABD131416,93.49,64.4
ABD131416,93.49,64.4
ABD134420,88.76,58.32
ABD134365,72.9,63.18
ABD131999,94.41,13.37
ABD134200,105.71,57.11
ABD134200,105.71,57.11
ABD130262,91.47,-5.99
ABD130262,91.47,-5.99
ABD132703,63.16,8.47
ABD131878,0,68.97
ABD136345,261.71,1517.54
ABD136345,261.71,1517.54
ABD130602,27.34,94.77
ABD130602,27.34,94.77
ABD130987,82.38,730.22
ABD135300,28.61,108.14
ABD135300,28.61,108.14
ABD132561,141.61,30.38
ABD132561,141.61,30.38
ABD130701,99.87,151.88
ABD130701,99.87,151.88
ABD130581,90,112.8
ABD131856,152.75,433.68
ABD131856,152.75,433.68
ABD130888,37.38,149.75
ABD130888,37.38,149.75
ABD131878,0,61.97
ABD130691,0,30.38
ABD132561,95.47,25.41
ABD130217,262.36,1531.04
ABD130217,262.36,1531.04
ABD136004,23.87,17.01
ABD133308,104.05,185.69
ABD133308,104.05,185.69
ABD132505,134.42,-27.55
ABD132505,134.42,-27.55
ABD134200,143.76,58.7
ABD134200,143.76,58.7
ABD131241,23.97,430.66
ABD132583,274.43,251.68
ABD131670,90.75,45.98
ABD135926,118.88,168.19
ABD135926,118.88,168.19
ABD130701,27.34,38.88
ABD130701,27.34,38.88
ABD131373,23.97,30.5
ABD133540,82.8,24
ABD130503,104.05,79.07
ABD130503,104.05,79.07
ABD133627,74.05,30.25
ABD135508,89.12,106.14
ABD131537,71.7,3.59
ABD131537,71.7,3.59
ABD133946,23.78,33.88
ABD130262,80.55,100.85
ABD130712,23.78,75.02
ABD131119,115.91,41.31
ABD133320,258.8,1517.54
ABD132792,81.9,-52.8
ABD132109,91.13,80.19
ABD133892,94.88,110.22
ABD133892,94.88,110.22
ABD130107,85.72,3.59
ABD130107,85.72,3.59
ABD134046,25.7,269.73
ABD134046,25.7,269.73
ABD135508,26.96,118.6
ABD135508,26.96,118.6
ABD136949,1079.65,828.63
ABD136949,1079.65,828.63
ABD133957,23.78,107.69
ABD130668,87.33,143.76
ABD130668,87.33,143.76
ABD132066,68.65,256.37
ABD132066,68.65,256.37
ABD134727,95.94,37.7
ABD133979,127.58,21.87
ABD130558,27.23,33.88
ABD134299,106.14,253.76
ABD130569,74.36,9.72
ABD130569,74.36,9.72
ABD131328,90.93,7.26
ABD131328,90.93,7.26
ABD132088,63.42,57.11
ABD132088,63.42,57.11
ABD135751,111.05,98.24
ABD135751,111.05,98.24
ABD134332,104.05,43.13
ABD134332,104.05,43.13
ABD132583,60.69,-1.22
ABD131098,90.94,100.85
ABD131098,90.94,100.85
ABD131746,73.51,13.31
ABD131746,73.51,13.31
ABD135706,72.6,58.08
ABD130217,0,61.97
ABD131119,127.58,10.94
ABD133265,57.68,19.17
ABD133265,57.68,19.17
ABD131735,88.39,245.63
ABD130075,104.05,62.3
ABD130075,104.05,62.3
ABD133540,143.76,11.98
ABD133540,143.76,11.98
ABD132846,68.61,272.25
ABD132846,68.61,272.25
ABD132978,72.6,82.28
ABD131922,43.19,2.43
ABD131922,43.19,2.43
ABD130217,253.17,1477.44
ABD131373,48.34,0
ABD132495,26.96,75.47
ABD132495,26.96,75.47
ABD131021,45.19,61.71
ABD132594,661.84,4499.69
ABD132594,661.84,4499.69
ABD131922,91.11,-27.55
ABD131922,91.11,-27.55
ABD134420,89.12,106.14
ABD130965,88.39,52.03
ABD136280,99.87,15.8
ABD136280,99.87,15.8
ABD133737,87.33,51.51
ABD133737,87.33,51.51
ABD130460,105.09,68.97
ABD130668,125.79,23.96
ABD130668,125.79,23.96
ABD131779,104.05,446.85
ABD131779,104.05,446.85
ABD134101,71.88,46.72
ABD134101,71.88,46.72
ABD130558,63.43,23.96
ABD130558,63.43,23.96
ABD131988,148.97,-76.67
ABD131988,148.97,-76.67
ABD131197,64.07,82.28
ABD130415,262.63,1513.71
ABD130415,262.63,1513.71
ABD132044,133.77,43.74
ABD133957,26.96,28.75
ABD133957,26.96,28.75
ABD133265,58.26,15.73
ABD133474,94.74,13.31
ABD132132,99.46,4.84
ABD133661,26.96,92.25
ABD133661,26.96,92.25
ABD130031,100.55,326.7
ABD130031,100.55,326.7
ABD136224,91.13,57.11
ABD136224,91.13,57.11
ABD130800,25.7,103.28
ABD130800,25.7,103.28
ABD132747,261.64,1534.64
ABD132747,261.64,1534.64
ABD130691,0,22.99
ABD133232,23.78,73.81
ABD131856,0,15.73
ABD133441,76.73,21.56
ABD133441,76.73,21.56
ABD132703,63.11,8.51
ABD132495,22.82,21.56
ABD132495,22.82,21.56
ABD134518,25.7,55.89
ABD134518,25.7,55.89
ABD131120,125.79,58.7
ABD131120,125.79,58.7
ABD131009,1097.43,1934.77
ABD134585,133.4,30.25
ABD136257,83.31,134.31
ABD131328,129.77,49.61
ABD130646,125.79,21.56
ABD130646,125.79,21.56
ABD132109,264.52,1215.97
ABD132109,264.52,1215.97
ABD132330,88.76,63.18
ABD132330,88.76,63.18
ABD131724,57.86,25.16
ABD131724,57.86,25.16
ABD134123,63.43,26.36
ABD134123,63.43,26.36
ABD134552,0,85.05
ABD130691,23.87,164.03
ABD134112,64.39,53.5
ABD131944,143.76,9.58
ABD131944,143.76,9.58
ABD132758,51.55,3.63
ABD131120,99.87,3.65
ABD133034,62.8,8.47
ABD130909,125.21,98.42
ABD130909,125.21,98.42
ABD130668,127.58,17.01
ABD131032,95.86,0
ABD132682,26.96,52.71
ABD132682,26.96,52.71
ABD131571,23.78,48.4
ABD134057,145.8,36.45
ABD134123,127.58,27.95
ABD134123,127.58,27.95
ABD135993,125.79,21.56
ABD135993,125.79,21.56
ABD131373,27.23,38.72
ABD131373,27.23,38.72
ABD130921,71.7,-17.97
ABD130921,71.7,-17.97
ABD132495,26.96,46.72
ABD132495,26.96,46.72
ABD134552,72.9,48.6
ABD134552,72.9,48.6
ABD131395,73.2,174.46
ABD131966,72.06,-2.4
ABD131966,72.06,-2.4
ABD135728,99.46,19.36
ABD133320,258.95,1510.36
ABD137391,258.95,1492.06
ABD132505,0,46.21
ABD133429,80.64,12
ABD130217,257.85,1485.96
ABD130185,144.71,-82.62
ABD132967,71.46,28.8
ABD130152,181.5,191.18
ABD133441,92.02,20.57
ABD133441,92.02,20.57
ABD130239,0,58.37
ABD131768,127,-7.32
ABD132484,23.87,10.94
ABD131977,63.43,17.97
ABD131977,63.43,17.97
ABD131779,26.96,45.52
ABD131779,26.96,45.52
ABD134310,91.13,7.29
ABD134804,75.65,-2.4
ABD134804,75.65,-2.4
ABD131791,674.33,137.3
ABD131791,674.33,137.3
ABD130558,26.96,17.97
ABD130558,26.96,17.97
ABD133441,107.89,30.38
ABD131735,71.7,70.68
ABD131735,71.7,70.68
ABD131076,89.84,2.42
ABD136785,289.78,29.16
ABD130239,64.33,41.31
ABD131988,0,-6.05
ABD133737,64.6,36.6
ABD132220,68.83,4.79
ABD132220,68.83,4.79
ABD130503,0,58.8
ABD133661,49.06,8.39
ABD133661,49.06,8.39
ABD130251,134.78,39.53
ABD130251,134.78,39.53
ABD130558,88.76,91.13
ABD132297,87.33,478
ABD132297,87.33,478
ABD130053,27.23,60.5
ABD130053,27.23,60.5
ABD133737,102.97,151.88
ABD133737,102.97,151.88
ABD131889,27.23,128.26
ABD131889,27.23,128.26
ABD134738,0,132.44
ABD130822,27.23,30.25
ABD130822,27.23,30.25
ABD132934,116.52,742.94
ABD131384,99.87,1.22
ABD131384,99.87,1.22
ABD133913,258.21,1506.7
ABD133034,26.96,38.34
ABD133034,26.96,38.34
ABD130701,23.78,29.04
ABD131362,117.37,255.15
ABD131362,117.37,255.15
ABD132538,23.97,120.78
ABD136136,23.97,215.94
ABD130569,75.03,23.18
ABD130855,23.87,134.87
ABD134310,29.58,53.24
ABD134310,29.58,53.24
ABD131999,27.34,18.23
ABD131999,27.34,18.23
ABD130822,27.34,3.65
ABD130822,27.34,3.65
ABD134101,143.76,25.16
ABD134101,143.76,25.16
ABD132626,104.4,394.8
ABD130965,82.53,-12.2
ABD133386,72.6,77.44
ABD130800,0,71.69
ABD130800,0,71.69
ABD130932,127.05,18.15
ABD130932,127.05,18.15
ABD137324,125.79,890.11
ABD137324,125.79,890.11
ABD130646,27.23,37.51
ABD130646,27.23,37.51
ABD130273,65.7,-6.05
ABD137324,0,58.08
ABD132109,260.07,1516.32
ABD132109,260.07,1516.32
ABD136477,0,65.88
ABD132495,58.26,1.21
ABD132495,58.26,1.21
ABD130558,23.87,21.87
ABD135487,25.7,18.23
ABD135487,25.7,18.23
ABD134123,105.27,68.97
ABD134123,105.27,68.97
ABD133913,23.78,95.59
ABD131603,359.76,201.69
ABD132758,64.07,67.76
ABD131416,26.96,33.54
ABD131416,26.96,33.54
ABD131197,26.96,26.36
ABD131197,26.96,26.36
ABD133748,27.34,46.17
ABD133748,27.34,46.17
ABD133012,91.49,29.16
ABD133012,91.49,29.16
ABD132187,23.87,26.73
ABD130471,26.96,22.76
ABD130471,26.96,22.76
ABD137049,88.76,286.74
ABD135740,0,32.94
ABD134145,88.76,74.12
ABD130921,458.41,249.18
ABD130921,458.41,249.18
ABD130459,134.06,-92.25
ABD130459,134.06,-92.25
ABD130185,94.14,-22.8
ABD130921,73.14,15.57
ABD130921,73.14,15.57
ABD130701,0,66.83
ABD131317,134.78,43.13
ABD131317,134.78,43.13
ABD130833,0,1.21
ABD133836,637.88,1139.67
ABD130734,74.36,2.43
ABD131977,0,12.1
ABD131823,26.96,71.88
ABD131823,26.96,71.88
ABD131164,105.71,142.16
ABD130415,266.32,1558.6
ABD130415,266.32,1558.6
ABD136400,2.01,-2.44
ABD132550,123.45,19.17
ABD132550,123.45,19.17
ABD132550,124.69,20.57
ABD135795,89.12,122
ABD131779,93.42,25.2
ABD132484,26.96,45.52
ABD132484,26.96,45.52
ABD130239,72.9,48.6
ABD134552,87.33,177.3
ABD134552,87.33,177.3
ABD132594,72.96,4.79
ABD132594,72.96,4.79
ABD132505,93.8,5.99
ABD132505,93.8,5.99
ABD134178,123.45,53.91
ABD134178,123.45,53.91
ABD130459,161.91,-15.57
ABD130459,161.91,-15.57
ABD132626,105.27,413.82
ABD134233,86.58,-3.63
ABD130943,73.32,27.55
ABD130943,73.32,27.55
ABD131317,90.75,35.09
ABD131317,90.75,35.09
ABD130668,72.6,64.13
ABD130668,72.6,64.13
ABD132505,23.97,37.82
ABD130053,87.33,142.56
ABD130053,87.33,142.56
ABD134518,261.53,1526.04
ABD134518,261.53,1526.04
ABD136576,49.01,9.68
ABD136576,49.01,9.68
ABD134079,263.18,1517.34
ABD134079,263.18,1517.34
ABD133232,88.39,313.39
ABD133232,88.39,313.39
ABD131384,56.79,0
ABD131384,56.79,0
ABD131373,26.96,52.71
ABD131373,26.96,52.71
ABD130668,72.6,77.44
ABD130668,72.6,77.44
ABD133737,273.38,228.42
ABD133737,273.38,228.42
ABD136257,180,54
ABD136192,252.9,926.4
ABD130185,92.22,3.65
ABD130185,92.22,3.65
ABD131571,25.7,36.45
ABD131571,25.7,36.45
ABD134178,71.88,67.09
ABD130558,27.23,52.03
ABD130558,27.23,52.03
ABD134453,319.34,169.58
ABD134420,88.39,47.19
ABD134420,88.39,47.19
ABD131999,83.45,23.18
ABD131032,182.04,-18.15
ABD131032,182.04,-18.15
ABD136730,0,25.54
ABD132978,0,77.82
ABD137522,182.25,182.25
ABD137522,182.25,182.25
ABD131791,46.84,390.02
ABD131791,46.84,390.02
ABD132626,106.14,50.02
ABD136334,117.92,233.28
ABD136334,117.92,233.28
ABD131988,0,28.75
ABD131988,0,28.75
ABD134123,26.96,93.44
ABD134123,26.96,93.44
ABD131944,25.7,18.23
ABD131944,25.7,18.23
ABD132484,72.9,57.11
ABD132484,72.9,57.11
ABD130536,653,133.65
ABD131878,74.36,8.51
ABD131878,74.36,8.51
ABD137083,55.17,-1.2
ABD137083,55.17,-1.2
ABD135289,0,21.87
ABD132693,23.87,7.29
ABD132637,0,98.01
ABD130965,95.65,-16.94
ABD134266,66.79,-16.94
ABD134266,66.79,-16.94
ABD131285,95.86,17.01
ABD131779,88.76,47.39
ABD134233,23.87,18.23
ABD131483,16.4,18.23
ABD136004,92.22,9.72
ABD134123,26.96,115.01
ABD134123,26.96,115.01
ABD132495,105.52,250.29
ABD136840,26.96,37.14
ABD136840,26.96,37.14
ABD131197,125.79,13.18
ABD131197,125.79,13.18
ABD131791,269.55,25.16
ABD131791,269.55,25.16
ABD134772,105.52,563.76
ABD134772,105.52,563.76
ABD130239,0,51.03
ABD130239,0,51.03
ABD132660,48.11,54.68
ABD132660,48.11,54.68
ABD133737,23.78,-1.21
ABD130086,0,76.8
ABD131559,58.87,36.45
ABD130459,140.71,-88.65
ABD130459,140.71,-88.65
ABD130228,92.22,6.08
ABD130228,92.22,6.08
ABD131339,105.34,98.42
ABD131218,71.7,46.72
ABD131218,71.7,46.72
ABD134332,0,60.75
ABD134123,64.33,29.16
ABD133924,88.39,49.61
ABD133924,88.39,49.61
ABD130602,23.87,76.55
ABD130932,71.7,61.1
ABD130932,71.7,61.1
ABD130800,23.87,18.23
ABD130152,26.96,148.55
ABD130152,26.96,148.55
ABD135751,23.87,37.67
ABD130239,147.71,124.59
ABD130239,147.71,124.59
ABD132044,143.58,13.18
ABD132044,143.58,13.18
ABD132187,94.59,121.5
ABD132187,94.59,121.5
ABD135003,145.8,18.23
ABD135003,145.8,18.23
ABD130668,23.78,4.84
ABD131010,104.23,203.66
ABD131010,104.23,203.66
ABD131098,124.69,16.94
ABD132109,263.98,1529.85
ABD132109,263.98,1529.85
ABD137346,130.86,537.24
ABD131791,671.55,136.73
ABD131306,598.95,2626.91
ABD131779,88.76,69.26
ABD132110,23.87,68.04
ABD133517,67.21,-69.48
ABD133517,67.21,-69.48
ABD134772,106.14,540.46
ABD136037,73.14,9.68
ABD134255,23.97,50.02
ABD130217,23.97,53.68
ABD135322,26.96,46.72
ABD135322,26.96,46.72
ABD130668,127.58,19.44
ABD130404,26.96,57.5
ABD130404,26.96,57.5
ABD132187,76.73,-28.75
ABD132187,76.73,-28.75
ABD130866,74.66,21.96
ABD131504,23.87,121.5
ABD133232,88.76,460.49
ABD134178,141.24,113
ABD131087,125.21,35.24
ABD131087,125.21,35.24
ABD131867,105.09,214.17
ABD133199,71.7,47.92
ABD133199,71.7,47.92
ABD130558,0,6.08
ABD130558,0,6.08
ABD131955,26.96,37.14
ABD131955,26.96,37.14
ABD130558,26.96,49.12
ABD130558,26.96,49.12
ABD134398,26.96,37.14
ABD134398,26.96,37.14
ABD133429,88.39,61.71
ABD133429,88.39,61.71
ABD131076,671.55,136.73
ABD131076,671.55,136.73
ABD130471,104.05,116.21
ABD130471,104.05,116.21
ABD131636,64.33,0
ABD131636,64.33,0
ABD134190,117.52,172.51
ABD134190,117.52,172.51
ABD130316,71.7,191.68
ABD130316,71.7,191.68
ABD134024,95.29,19.36
ABD131944,88.39,32.67
ABD131812,23.97,68.32
ABD132187,49.6,8.39
ABD132187,49.6,8.39
ABD130415,106.14,79.3
ABD132066,119.06,18.15
ABD132066,119.06,18.15
ABD133924,72.6,32.67
ABD133924,72.6,32.67
ABD130471,23.58,142.8
ABD130415,173.95,912.88
ABD130415,173.95,912.88
ABD132659,26.96,107.82
ABD132659,26.96,107.82
ABD131988,92.55,7.19
ABD131988,92.55,7.19
ABD133913,23.87,194.4
ABD132484,72.9,37.67
ABD132484,72.9,37.67
ABD135663,105.52,518.81
ABD135663,105.52,518.81
ABD131670,65.77,115.01
ABD131670,65.77,115.01
ABD130613,16.47,15.86
ABD130646,82.22,21.78
ABD130646,81.47,17.01
ABD130646,81.47,17.01
ABD136729,27.23,45.98
ABD136729,27.23,45.98
ABD134244,23.97,34.16
ABD133243,0,12.15
ABD130822,72.9,71.69
ABD131779,71.7,47.92
ABD131779,71.7,47.92
ABD132693,162.09,142.56
ABD132693,162.09,142.56
ABD132066,67.03,160.53
ABD132066,67.03,160.53
ABD134727,154.37,2194.29
ABD137599,319.68,193.2
ABD132187,23.87,53.46
ABD134804,66.61,90.75
ABD131197,23.87,34.02
ABD132109,255.51,1481.09
ABD132550,73.2,48.8
ABD130075,23.97,59.78
ABD133034,23.54,103.03
ABD133034,23.54,103.03
ABD133034,145.2,30.25
ABD131603,134.78,110.22
ABD131603,134.78,110.22
ABD134617,88.76,105.71
ABD134299,105.71,347.49
ABD132891,73.14,1.21
ABD132891,73.14,1.21
ABD131263,252,22.8
ABD132747,792.76,725.9
ABD130185,23.97,51.24
ABD134518,99.96,6.08
ABD130437,0,220.43
ABD130437,0,220.43
ABD134530,74.78,43.78
ABD135476,23.97,18.3
ABD130822,105.09,82.28
ABD130822,105.09,82.28
ABD130866,73.69,9.68
ABD130866,73.69,9.68
ABD130800,72.6,41.14
ABD130800,72.6,41.14
ABD135465,78.89,132.98
ABD135465,78.89,132.98
ABD132714,94.16,27.55
ABD132714,94.16,27.55
ABD135663,105.96,882.06
ABD131977,88.76,57.11
ABD131977,88.76,57.11
ABD134112,63.43,44.33
ABD134112,63.43,44.33
ABD130558,123.45,29.95
ABD130558,123.45,29.95
ABD130558,27.23,12.1
ABD130558,27.23,12.1
ABD131669,26.96,170.12
ABD131669,26.96,170.12
ABD137027,23.97,51.24
ABD133418,136.69,182.25
ABD131472,89.85,5.99
ABD131911,145.8,72.9
ABD131911,145.8,72.9
ABD130646,23.87,68.04
ABD132505,70.79,20.57
ABD134585,96.44,-21.96
ABD130459,137.65,-76.67
ABD130459,137.65,-76.67
ABD133946,74.36,7.29
ABD133946,74.36,7.29
ABD134617,23.87,30.38
ABD135751,145.25,8.51
ABD130822,26.96,39.53
ABD130822,26.96,39.53
ABD132033,92.04,4.86
ABD132033,92.04,4.86
ABD130558,71.7,23.96
ABD130558,71.7,23.96
ABD131746,125.21,30.38
ABD130042,125.79,11.98
ABD130042,125.79,11.98
ABD136103,95.65,31.46
ABD135487,259.34,1512.68
ABD130646,0,39.04
ABD133375,23.97,156.16
ABD132044,107.82,50.32
ABD132044,107.82,50.32
ABD131911,87.33,51.51
ABD131911,87.33,51.51
ABD131449,134.78,197.67
ABD131449,134.78,197.67
ABD131944,23.87,38.88
ABD131922,95.68,-12.15
ABD132440,129.38,131.78
ABD132440,129.38,131.78
ABD130394,23.78,106.48
ABD130668,104.05,132.98
ABD130668,104.05,132.98
ABD134244,23.78,14.52
ABD132055,93.49,30.38
ABD136213,25.7,12.15
ABD136213,25.7,12.15
ABD134091,27.23,19.36
ABD134091,27.23,19.36
ABD131108,83.84,117.86
ABD131108,83.84,117.86
ABD134002,72.9,53.46
ABD135124,94.74,2.42
ABD137588,88.76,66.83
ABD134431,16.42,4.86
ABD133902,73.81,15.8
ABD133902,73.81,15.8
ABD134486,90.75,24.2
ABD130624,150.06,6.1
ABD130756,106.14,62.22
ABD131197,74.36,8.51
ABD131999,94.68,18
ABD132626,23.78,35.09
ABD134585,135.22,-25.41
ABD131537,27.23,58.08
ABD134123,27.23,50.82
ABD134123,27.23,50.82
ABD133276,91.13,68.04
ABD130075,127.05,13.31
ABD130075,127.05,13.31
ABD131603,111.17,14.58
ABD132297,64.69,306.69
ABD132297,64.69,306.69
ABD132758,87.33,243.19
ABD132758,87.33,243.19
ABD131670,143.76,43.13
ABD131670,143.76,43.13
ABD134530,99.46,3.63
ABD130394,104.54,30.25
ABD136774,105.79,76.61
ABD132583,104.05,103.03
ABD132583,104.05,103.03
ABD135289,107.82,50.32
ABD135289,107.82,50.32
ABD134552,105.71,80.19
ABD134552,105.71,80.19
ABD131812,47.03,28.06
ABD130691,73.51,27.83
ABD130691,73.51,27.83
ABD130239,94.68,15.6
ABD130624,0,19.52
ABD130075,105.71,387.59
ABD130262,95.13,24.3
ABD136037,0,51.03
ABD130592,97.4,71.88
ABD130592,97.4,71.88
ABD132583,96.08,-10.98
ABD135289,0,194.4
ABD130691,88.76,57.11
ABD136390,105.52,597.78
ABD136390,105.52,597.78
ABD132208,24.14,151.25
ABD132208,24.14,151.25
ABD131009,71.7,37.14
ABD131009,71.7,37.14
ABD130239,289.31,189.97
ABD132318,0,-21.56
ABD132318,0,-21.56
ABD131087,211.55,635.62
ABD130459,157.78,-100.63
ABD130459,157.78,-100.63
ABD130558,72.9,60.75
ABD130558,72.9,60.75
ABD133946,26.96,126.99
ABD133946,26.96,126.99
ABD132583,26.96,55.11
ABD132583,26.96,55.11
ABD130800,64.33,29.16
ABD130800,64.33,29.16
ABD134080,59.48,55.11
ABD134080,59.48,55.11
ABD131010,23.87,44.96
ABD133892,0,-14.58
ABD130558,23.87,30.38
ABD132637,104.05,464.82
ABD132637,104.05,464.82
ABD134563,76.37,-11.98
ABD134563,76.37,-11.98
ABD137478,23.78,215.38
ABD131966,66.25,31.46
ABD137313,461.65,609.78
ABD137313,461.65,609.78
ABD132055,72.78,16.77
ABD131933,90,22.8
ABD133913,0,42.53
ABD136961,91.13,10.94
ABD136961,91.13,10.94
ABD131890,129.38,35.94
ABD131890,129.38,35.94
ABD131164,192.21,0
ABD131812,72.78,8.39
ABD131812,72.78,8.39
ABD133683,269.55,17.97
ABD133683,269.55,17.97
ABD130822,71.7,28.75
ABD130822,71.7,28.75
ABD134727,674.33,114.21
ABD130800,182.25,41.31
ABD134222,145.2,163.35
ABD134200,88.57,411.89
ABD134200,88.57,411.89
ABD133232,88.39,385.99
ABD130822,27.23,35.09
ABD133265,57.86,46.72
ABD133265,57.86,46.72
ABD136301,104.05,85.06
ABD136301,104.05,85.06
ABD130691,88.76,93.56
ABD130822,23.97,47.58
ABD136686,88.76,270.95
ABD136686,88.76,270.95
ABD136433,23.78,70.18
ABD136532,90.75,3.63
ABD135191,91.13,17.01
ABD135191,91.13,17.01
ABD132978,72.6,151.25
ABD135191,89.84,16.94
ABD135191,89.84,16.94
ABD132484,26.96,50.32
ABD132484,26.96,50.32
ABD132109,259.49,1503.04
ABD136488,0,58.56
ABD136949,644.8,414.32
ABD130668,26.96,50.32
ABD130668,26.96,50.32
ABD133748,71.88,23.96
ABD133748,71.88,23.96
ABD131571,113.26,70.18
ABD131416,179.7,26.36
ABD130383,23.87,27.95
ABD131098,63.43,25.16
ABD131098,63.43,25.16
ABD130921,74.36,137.3
ABD135553,105.71,415.53
ABD130899,64.78,178.12
ABD131197,23.78,67.76
ABD131373,145.44,10.8
ABD130536,48.46,0
ABD131988,664.89,135.37
ABD131988,664.89,135.37
ABD134266,105.71,134.87
ABD134266,105.71,134.87
ABD130284,0,24.3
ABD132967,91.13,21.87
ABD132967,91.13,21.87
ABD133100,104.05,704.42
ABD133100,104.05,704.42
ABD130239,26.96,37.14
ABD130239,26.96,37.14
ABD133429,84,-2.44
ABD133991,23.78,70.18
ABD134794,107.82,81.46
ABD134794,107.82,81.46
ABD134123,23.97,19.52
ABD130910,96.67,108.22
ABD130910,96.67,108.22
ABD131867,182.25,193.19
ABD131867,182.25,193.19
ABD131461,89.12,301.34
ABD134365,72.6,216.59
ABD131670,95.76,82.69
ABD133771,23.78,10.89
ABD132253,63.43,27.55
ABD132484,0,35.09
ABD136004,70.08,2.4
ABD132385,27.23,61.71
ABD131043,23.78,85.91
ABD130668,88.39,482.79
ABD130668,88.39,482.79
ABD130691,23.87,86.27
ABD132846,91.13,14.58
ABD130712,71.88,170.12
ABD130712,71.88,170.12
ABD131669,104.05,479.2
ABD131669,104.05,479.2
ABD130262,48.1,65.34
ABD130262,48.1,65.34
ABD136477,104.05,23.96
ABD136477,104.05,23.96
ABD133847,145.8,66.83
ABD133847,145.8,66.83
ABD134529,87.33,152.15
ABD134529,87.33,152.15
ABD134332,123.45,19.17
ABD134332,123.45,19.17
ABD130240,26.96,135.37
